timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.68303E+12,162,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-40,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,162,0,72
1.68303E+12,161,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,161,0,112
1.68303E+12,166,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-33,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,166,0,109
1.68303E+12,164,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,164,0,114
1.68303E+12,159,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-41,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,159,0,114
1.68303E+12,164,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,164,0,121
1.68303E+12,171,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-46,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,171,0,122
1.68303E+12,176,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,176,0,118
1.68303E+12,176,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-24,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,176,0,126
1.68303E+12,173,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,173,0,130
1.68303E+12,185,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-27,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,185,0,117
1.68303E+12,181,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,181,0,133
1.68303E+12,177,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-39,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,177,0,113
1.68303E+12,178,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-45,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,178,0,128
1.68303E+12,185,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,185,0,133
1.68303E+12,188,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,188,0,143
1.68303E+12,181,TestCase1,429,Too Many Requests,bzm - Concurrency Thread Group-ThreadStarter 1-49,text,FALSE,,369,206,50,50,https://api.tfl.gov.uk/Journey/JourneyResults/Staines%20Bus%20Station/to/London%20Bridge?from=TW184LY&to=EC4R3AE,181,0,135
